starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 08 20:57:58 2013	1365447478	0	148	148	41
Mon Apr 08 20:57:32 2013	1365447452	0	148	148	128
Mon Apr 08 20:57:37 2013	1365447457	1	148	148	126
Mon Apr 08 20:57:39 2013	1365447459	0	148	148	119
Mon Apr 08 20:57:14 2013	1365447434	0	148	148	134
Mon Apr 08 20:57:27 2013	1365447447	0	148	148	125
Mon Apr 08 20:57:33 2013	1365447453	0	148	148	62
Mon Apr 08 20:57:26 2013	1365447446	0	148	148	56
Mon Apr 08 20:57:39 2013	1365447459	0	148	148	126
Mon Apr 08 20:57:37 2013	1365447457	0	148	148	148
Mon Apr 08 20:57:55 2013	1365447475	0	148	149	112
Mon Apr 08 20:57:53 2013	1365447473	0	148	149	53
Mon Apr 08 20:58:00 2013	1365447480	0	148	149	56
Mon Apr 08 20:57:42 2013	1365447462	0	148	149	120
Mon Apr 08 20:57:38 2013	1365447458	0	148	149	147
Mon Apr 08 20:57:29 2013	1365447449	0	148	149	111
Mon Apr 08 20:57:50 2013	1365447470	0	148	149	123
Mon Apr 08 20:57:11 2013	1365447431	0	149	149	147
Mon Apr 08 20:57:37 2013	1365447457	1	148	149	147
Mon Apr 08 20:57:38 2013	1365447458	0	148	149	116
Mon Apr 08 20:58:03 2013	1365447483	0	148	149	112
Mon Apr 08 20:57:51 2013	1365447471	1	148	149	110
Mon Apr 08 20:57:32 2013	1365447452	0	149	149	130
Mon Apr 08 20:57:41 2013	1365447461	0	149	149	123
Mon Apr 08 20:57:27 2013	1365447447	1	148	149	58
Mon Apr 08 20:58:00 2013	1365447480	0	149	149	125
Mon Apr 08 20:57:17 2013	1365447437	0	149	149	142
Mon Apr 08 20:57:20 2013	1365447440	0	149	149	54
Mon Apr 08 20:57:15 2013	1365447435	0	149	149	148
Mon Apr 08 20:57:21 2013	1365447441	0	149	149	128
Mon Apr 08 20:57:43 2013	1365447463	0	149	149	120
Mon Apr 08 20:57:35 2013	1365447455	0	149	149	123
Mon Apr 08 20:57:25 2013	1365447445	1	148	149	121
Mon Apr 08 20:57:54 2013	1365447474	0	149	149	116
Mon Apr 08 20:57:30 2013	1365447450	0	149	149	122
Mon Apr 08 20:57:53 2013	1365447473	0	149	149	119
Mon Apr 08 20:57:45 2013	1365447465	0	149	149	64
Mon Apr 08 20:57:53 2013	1365447473	12	137	149	71
Mon Apr 08 20:57:55 2013	1365447475	0	149	149	126
Mon Apr 08 20:58:00 2013	1365447480	0	149	149	123
Mon Apr 08 20:57:38 2013	1365447458	0	149	149	149
Mon Apr 08 20:58:04 2013	1365447484	1	149	149	123
Mon Apr 08 20:58:04 2013	1365447484	0	149	149	59
Mon Apr 08 20:57:36 2013	1365447456	0	149	149	121
Mon Apr 08 20:57:15 2013	1365447435	0	149	149	71
Mon Apr 08 20:57:19 2013	1365447439	0	149	149	147
Mon Apr 08 20:57:55 2013	1365447475	0	149	149	94
Mon Apr 08 20:57:49 2013	1365447469	0	149	149	126
Mon Apr 08 20:57:58 2013	1365447478	0	149	149	57
Mon Apr 08 20:58:00 2013	1365447480	0	149	149	143
Mon Apr 08 20:57:14 2013	1365447434	0	149	149	138
Mon Apr 08 20:57:33 2013	1365447453	0	149	149	123
Mon Apr 08 20:57:09 2013	1365447429	0	149	149	25
Mon Apr 08 20:57:21 2013	1365447441	0	149	149	62
Mon Apr 08 20:57:58 2013	1365447478	0	149	149	134
Mon Apr 08 20:57:40 2013	1365447460	0	149	149	80
Mon Apr 08 20:58:04 2013	1365447484	0	149	149	64
Mon Apr 08 20:57:13 2013	1365447433	0	149	149	83
Mon Apr 08 20:58:01 2013	1365447481	4	145	149	82
Mon Apr 08 20:58:02 2013	1365447482	1	149	149	124
Mon Apr 08 20:57:31 2013	1365447451	0	149	149	41
Mon Apr 08 20:57:10 2013	1365447430	0	149	149	70
Mon Apr 08 20:57:36 2013	1365447456	0	149	149	125
Mon Apr 08 20:57:36 2013	1365447456	0	149	149	121
Mon Apr 08 20:57:43 2013	1365447463	0	149	149	125
Mon Apr 08 20:57:35 2013	1365447455	0	149	149	60
Mon Apr 08 20:57:23 2013	1365447443	0	149	149	56
Mon Apr 08 20:58:02 2013	1365447482	0	149	149	33
Mon Apr 08 20:57:10 2013	1365447430	0	149	149	148
Mon Apr 08 20:58:01 2013	1365447481	0	149	149	147
Mon Apr 08 20:57:27 2013	1365447447	0	149	149	59
Mon Apr 08 20:57:11 2013	1365447431	0	149	149	138
Mon Apr 08 20:57:18 2013	1365447438	0	149	149	38
Mon Apr 08 20:57:10 2013	1365447430	0	149	150	143
Mon Apr 08 20:57:41 2013	1365447461	0	149	150	129
Mon Apr 08 20:57:53 2013	1365447473	0	149	150	125
Mon Apr 08 20:57:37 2013	1365447457	0	149	150	146
Mon Apr 08 20:57:28 2013	1365447448	0	149	150	56
Mon Apr 08 20:57:40 2013	1365447460	0	149	150	123
Mon Apr 08 20:57:50 2013	1365447470	1	148	150	91
Mon Apr 08 20:57:30 2013	1365447450	0	150	150	124
Mon Apr 08 20:57:39 2013	1365447459	0	150	150	56
Mon Apr 08 20:57:59 2013	1365447479	0	149	150	126
Mon Apr 08 20:57:39 2013	1365447459	0	149	150	55
Mon Apr 08 20:57:12 2013	1365447432	0	150	150	146
Mon Apr 08 20:57:52 2013	1365447472	0	150	150	130
Mon Apr 08 20:57:21 2013	1365447441	0	150	150	132
Mon Apr 08 20:57:34 2013	1365447454	0	150	150	61
Mon Apr 08 20:57:16 2013	1365447436	0	150	150	141
Mon Apr 08 20:57:29 2013	1365447449	0	150	150	108
Mon Apr 08 20:57:12 2013	1365447432	0	150	150	68
Mon Apr 08 20:57:52 2013	1365447472	0	150	150	132
Mon Apr 08 20:57:10 2013	1365447430	0	150	150	137
Mon Apr 08 20:57:17 2013	1365447437	0	150	150	145
Mon Apr 08 20:57:27 2013	1365447447	0	150	150	120
Mon Apr 08 20:58:02 2013	1365447482	18	132	150	63
Mon Apr 08 20:57:23 2013	1365447443	0	150	150	126
Mon Apr 08 20:57:31 2013	1365447451	0	150	150	124
Mon Apr 08 20:57:59 2013	1365447479	1	149	150	55
Mon Apr 08 20:57:33 2013	1365447453	0	150	150	121
Mon Apr 08 20:57:11 2013	1365447431	0	150	150	76
Mon Apr 08 20:57:35 2013	1365447455	0	150	150	122
Mon Apr 08 20:57:17 2013	1365447437	0	150	150	142
Mon Apr 08 20:57:51 2013	1365447471	0	150	150	69
Mon Apr 08 20:57:47 2013	1365447467	0	150	150	126
Mon Apr 08 20:57:49 2013	1365447469	1	149	150	135
Mon Apr 08 20:57:36 2013	1365447456	0	150	150	125
Mon Apr 08 20:58:01 2013	1365447481	0	150	150	77
Mon Apr 08 20:57:31 2013	1365447451	0	150	150	60
Mon Apr 08 20:57:36 2013	1365447456	0	150	150	64
Mon Apr 08 20:57:27 2013	1365447447	0	150	150	63
Mon Apr 08 20:57:21 2013	1365447441	1	149	150	127
Mon Apr 08 20:57:22 2013	1365447442	0	150	150	53
Mon Apr 08 20:57:19 2013	1365447439	0	150	150	54
Mon Apr 08 20:57:54 2013	1365447474	10	140	150	123
Mon Apr 08 20:57:32 2013	1365447452	0	150	150	129
Mon Apr 08 20:57:24 2013	1365447444	0	150	150	124
Mon Apr 08 20:57:38 2013	1365447458	0	150	150	60
Mon Apr 08 20:57:55 2013	1365447475	0	150	150	132
Mon Apr 08 20:57:32 2013	1365447452	0	150	150	128
Mon Apr 08 20:57:28 2013	1365447448	0	150	150	130
Mon Apr 08 20:57:32 2013	1365447452	0	150	150	53
Mon Apr 08 20:57:36 2013	1365447456	0	150	150	125
Mon Apr 08 20:57:20 2013	1365447440	0	150	150	127
Mon Apr 08 20:57:12 2013	1365447432	0	150	150	138
Mon Apr 08 20:57:20 2013	1365447440	0	150	150	115
Mon Apr 08 20:57:24 2013	1365447444	0	150	150	126
Mon Apr 08 20:57:36 2013	1365447456	0	150	150	123
Mon Apr 08 20:57:35 2013	1365447455	0	150	150	60
Mon Apr 08 20:57:39 2013	1365447459	0	150	150	50
Mon Apr 08 20:57:27 2013	1365447447	0	150	150	122
Mon Apr 08 20:57:59 2013	1365447479	0	150	150	116
Mon Apr 08 20:57:34 2013	1365447454	0	150	150	58
Mon Apr 08 20:58:05 2013	1365447485	0	150	150	128
Mon Apr 08 20:57:27 2013	1365447447	0	150	150	121
Mon Apr 08 20:57:24 2013	1365447444	0	150	150	127
Mon Apr 08 20:57:30 2013	1365447450	0	150	150	128
Mon Apr 08 20:57:13 2013	1365447433	0	150	150	142
Mon Apr 08 20:57:55 2013	1365447475	0	150	150	149
Mon Apr 08 20:57:36 2013	1365447456	0	150	150	124
Mon Apr 08 20:57:16 2013	1365447436	0	150	150	108
Mon Apr 08 20:57:44 2013	1365447464	1	150	150	79
Mon Apr 08 20:57:46 2013	1365447466	0	150	150	126
Mon Apr 08 20:57:34 2013	1365447454	0	150	151	129
Mon Apr 08 20:57:18 2013	1365447438	0	150	151	132
Mon Apr 08 20:57:16 2013	1365447436	0	150	151	150
Mon Apr 08 20:57:55 2013	1365447475	0	150	151	122
Mon Apr 08 20:57:11 2013	1365447431	0	150	151	148
Mon Apr 08 20:58:02 2013	1365447482	0	150	151	48
Mon Apr 08 20:57:26 2013	1365447446	1	150	151	124
Mon Apr 08 20:57:30 2013	1365447450	0	150	151	129
Mon Apr 08 20:58:03 2013	1365447483	0	150	151	112
Mon Apr 08 20:57:19 2013	1365447439	0	150	151	60
Mon Apr 08 20:57:58 2013	1365447478	0	150	151	127
Mon Apr 08 20:57:28 2013	1365447448	0	151	151	136
Mon Apr 08 20:57:56 2013	1365447476	0	151	151	66
Mon Apr 08 20:57:37 2013	1365447457	0	150	151	141
Mon Apr 08 20:57:21 2013	1365447441	0	151	151	55
Mon Apr 08 20:57:34 2013	1365447454	0	151	151	63
Mon Apr 08 20:57:11 2013	1365447431	0	151	151	91
Mon Apr 08 20:57:51 2013	1365447471	0	151	151	130
Mon Apr 08 20:58:05 2013	1365447485	0	151	151	126
Mon Apr 08 20:57:49 2013	1365447469	1	150	151	122
Mon Apr 08 20:57:51 2013	1365447471	0	151	151	141
Mon Apr 08 20:57:54 2013	1365447474	0	151	151	138
Mon Apr 08 20:57:55 2013	1365447475	0	151	151	149
Mon Apr 08 20:57:16 2013	1365447436	0	151	151	142
Mon Apr 08 20:57:58 2013	1365447478	1	150	151	124
Mon Apr 08 20:57:30 2013	1365447450	0	151	151	128
Mon Apr 08 20:57:15 2013	1365447435	0	151	151	64
Mon Apr 08 20:57:45 2013	1365447465	0	151	151	91
Mon Apr 08 20:57:58 2013	1365447478	0	151	151	135
Mon Apr 08 20:57:46 2013	1365447466	0	151	151	102
Mon Apr 08 20:57:29 2013	1365447449	0	151	151	115
Mon Apr 08 20:57:20 2013	1365447440	0	151	151	127
Mon Apr 08 20:57:51 2013	1365447471	1	150	151	138
Mon Apr 08 20:57:54 2013	1365447474	0	151	151	40
Mon Apr 08 20:57:23 2013	1365447443	0	151	151	60
Mon Apr 08 20:57:39 2013	1365447459	0	151	151	131
Mon Apr 08 20:57:31 2013	1365447451	0	151	151	121
Mon Apr 08 20:58:04 2013	1365447484	0	151	151	129
Mon Apr 08 20:57:50 2013	1365447470	0	151	151	132
Mon Apr 08 20:57:56 2013	1365447476	0	151	151	125
Mon Apr 08 20:57:19 2013	1365447439	0	151	151	118
Mon Apr 08 20:57:21 2013	1365447441	0	151	151	132
Mon Apr 08 20:57:35 2013	1365447455	0	151	151	129
Mon Apr 08 20:57:43 2013	1365447463	0	151	151	130
Mon Apr 08 20:57:55 2013	1365447475	0	151	151	126
Mon Apr 08 20:57:08 2013	1365447428	0	151	151	108
Mon Apr 08 20:57:42 2013	1365447462	1	151	151	127
Mon Apr 08 20:57:38 2013	1365447458	1	151	151	76
Mon Apr 08 20:57:36 2013	1365447456	0	151	151	125
Mon Apr 08 20:57:21 2013	1365447441	0	151	151	50
Mon Apr 08 20:57:42 2013	1365447462	0	151	151	123
Mon Apr 08 20:57:08 2013	1365447428	0	151	151	128
Mon Apr 08 20:58:05 2013	1365447485	0	151	151	127
Mon Apr 08 20:57:55 2013	1365447475	0	151	151	54
Mon Apr 08 20:58:02 2013	1365447482	0	151	151	25
Mon Apr 08 20:57:17 2013	1365447437	0	151	151	137
Mon Apr 08 20:57:41 2013	1365447461	0	151	151	129
Mon Apr 08 20:57:43 2013	1365447463	0	151	151	124
Mon Apr 08 20:57:34 2013	1365447454	1	151	151	128
Mon Apr 08 20:57:49 2013	1365447469	1	151	152	52
Mon Apr 08 20:57:30 2013	1365447450	0	151	152	130
Mon Apr 08 20:57:25 2013	1365447445	0	151	152	113
Mon Apr 08 20:57:55 2013	1365447475	0	151	152	148
Mon Apr 08 20:58:01 2013	1365447481	0	151	152	148
Mon Apr 08 20:58:03 2013	1365447483	1	151	152	126
Mon Apr 08 20:57:26 2013	1365447446	0	151	152	128
Mon Apr 08 20:57:21 2013	1365447441	0	151	152	132
Mon Apr 08 20:57:23 2013	1365447443	0	151	152	132
Mon Apr 08 20:57:51 2013	1365447471	0	151	152	126
Mon Apr 08 20:57:18 2013	1365447438	0	151	152	133
Mon Apr 08 20:57:54 2013	1365447474	0	151	152	115
Mon Apr 08 20:57:59 2013	1365447479	0	151	152	123
Mon Apr 08 20:57:28 2013	1365447448	0	151	152	126
Mon Apr 08 20:57:54 2013	1365447474	0	151	152	127
Mon Apr 08 20:57:38 2013	1365447458	0	151	152	59
Mon Apr 08 20:57:36 2013	1365447456	0	152	152	125
Mon Apr 08 20:57:32 2013	1365447452	0	152	152	134
Mon Apr 08 20:57:53 2013	1365447473	1	151	152	46
Mon Apr 08 20:57:08 2013	1365447428	0	152	152	147
Mon Apr 08 20:57:36 2013	1365447456	0	152	152	57
Mon Apr 08 20:57:54 2013	1365447474	0	151	152	114
Mon Apr 08 20:57:13 2013	1365447433	0	152	152	149
Mon Apr 08 20:58:03 2013	1365447483	1	151	152	105
Mon Apr 08 20:57:39 2013	1365447459	0	151	152	126
Mon Apr 08 20:57:48 2013	1365447468	0	152	152	128
Mon Apr 08 20:57:08 2013	1365447428	0	152	152	139
Mon Apr 08 20:57:39 2013	1365447459	0	152	152	113
Mon Apr 08 20:58:05 2013	1365447485	0	152	152	125
Mon Apr 08 20:58:02 2013	1365447482	0	151	152	149
Mon Apr 08 20:57:19 2013	1365447439	0	152	152	121
Mon Apr 08 20:58:03 2013	1365447483	0	152	152	126
Mon Apr 08 20:57:32 2013	1365447452	0	152	152	125
Mon Apr 08 20:57:33 2013	1365447453	1	151	152	123
Mon Apr 08 20:57:40 2013	1365447460	0	152	152	132
Mon Apr 08 20:57:10 2013	1365447430	0	152	152	112
Mon Apr 08 20:57:10 2013	1365447430	0	152	152	109
Mon Apr 08 20:57:25 2013	1365447445	0	152	152	66
Mon Apr 08 20:57:41 2013	1365447461	0	152	152	60
Mon Apr 08 20:57:17 2013	1365447437	0	152	152	151
Mon Apr 08 20:57:24 2013	1365447444	0	152	152	55
Mon Apr 08 20:57:33 2013	1365447453	0	152	152	120
Mon Apr 08 20:57:42 2013	1365447462	0	152	152	61
Mon Apr 08 20:57:15 2013	1365447435	0	152	152	144
Mon Apr 08 20:57:51 2013	1365447471	0	152	152	130
Mon Apr 08 20:57:17 2013	1365447437	0	152	152	126
Mon Apr 08 20:57:50 2013	1365447470	0	152	152	124
Mon Apr 08 20:57:20 2013	1365447440	0	152	152	124
Mon Apr 08 20:57:12 2013	1365447432	0	152	152	151
Mon Apr 08 20:57:42 2013	1365447462	0	152	152	52
Mon Apr 08 20:57:19 2013	1365447439	0	152	152	73
Mon Apr 08 20:57:23 2013	1365447443	0	152	152	61
Mon Apr 08 20:57:44 2013	1365447464	1	151	152	79
Mon Apr 08 20:57:50 2013	1365447470	1	151	152	130
Mon Apr 08 20:58:04 2013	1365447484	0	152	152	127
Mon Apr 08 20:57:09 2013	1365447429	0	152	152	80
Mon Apr 08 20:57:55 2013	1365447475	0	152	152	60
Mon Apr 08 20:57:44 2013	1365447464	0	152	152	66
Mon Apr 08 20:57:18 2013	1365447438	0	152	152	147
Mon Apr 08 20:57:23 2013	1365447443	0	152	152	127
Mon Apr 08 20:57:49 2013	1365447469	0	152	152	122
Mon Apr 08 20:57:19 2013	1365447439	0	152	152	151
Mon Apr 08 20:57:40 2013	1365447460	0	152	152	46
Mon Apr 08 20:58:03 2013	1365447483	0	152	152	62
Mon Apr 08 20:58:00 2013	1365447480	0	152	152	55
Mon Apr 08 20:57:22 2013	1365447442	0	152	152	137
Mon Apr 08 20:57:42 2013	1365447462	0	152	152	125
Mon Apr 08 20:57:28 2013	1365447448	0	152	152	122
Mon Apr 08 20:57:30 2013	1365447450	0	152	152	121
Mon Apr 08 20:57:26 2013	1365447446	0	152	152	124
Mon Apr 08 20:57:36 2013	1365447456	0	152	152	123
Mon Apr 08 20:57:41 2013	1365447461	0	152	152	131
Mon Apr 08 20:57:37 2013	1365447457	0	152	152	133
Mon Apr 08 20:57:18 2013	1365447438	0	152	152	145
Mon Apr 08 20:57:16 2013	1365447436	0	152	152	141
Mon Apr 08 20:57:34 2013	1365447454	0	152	152	124
Mon Apr 08 20:57:21 2013	1365447441	1	152	152	58
Mon Apr 08 20:57:39 2013	1365447459	0	152	152	130
Mon Apr 08 20:57:34 2013	1365447454	0	152	152	127
Mon Apr 08 20:57:20 2013	1365447440	0	152	153	133
Mon Apr 08 20:57:49 2013	1365447469	0	152	153	59
Mon Apr 08 20:57:57 2013	1365447477	0	152	153	118
Mon Apr 08 20:57:07 2013	1365447427	0	152	153	132
Mon Apr 08 20:57:34 2013	1365447454	0	152	153	129
Mon Apr 08 20:57:50 2013	1365447470	0	152	153	127
Mon Apr 08 20:57:59 2013	1365447479	0	152	153	129
Mon Apr 08 20:57:18 2013	1365447438	0	152	153	86
Mon Apr 08 20:57:24 2013	1365447444	0	152	153	124
Mon Apr 08 20:57:27 2013	1365447447	0	152	153	124
Mon Apr 08 20:57:59 2013	1365447479	0	152	153	122
Mon Apr 08 20:57:19 2013	1365447439	0	152	153	131
Mon Apr 08 20:57:42 2013	1365447462	0	152	153	56
Mon Apr 08 20:57:39 2013	1365447459	0	153	153	56
Mon Apr 08 20:57:36 2013	1365447456	0	152	153	116
Mon Apr 08 20:57:59 2013	1365447479	0	152	153	57
Mon Apr 08 20:57:29 2013	1365447449	0	153	153	52
Mon Apr 08 20:57:59 2013	1365447479	0	152	153	126
Mon Apr 08 20:57:48 2013	1365447468	0	153	153	134
Mon Apr 08 20:57:37 2013	1365447457	0	153	153	120
Mon Apr 08 20:57:24 2013	1365447444	0	153	153	102
Mon Apr 08 20:57:27 2013	1365447447	0	153	153	124
Mon Apr 08 20:57:28 2013	1365447448	0	153	153	128
Mon Apr 08 20:57:20 2013	1365447440	0	153	153	118
Mon Apr 08 20:57:14 2013	1365447434	0	153	153	152
Mon Apr 08 20:57:24 2013	1365447444	0	153	153	59
Mon Apr 08 20:57:19 2013	1365447439	0	153	153	152
Mon Apr 08 20:57:25 2013	1365447445	0	153	153	115
Mon Apr 08 20:58:03 2013	1365447483	0	153	153	128
Mon Apr 08 20:57:35 2013	1365447455	0	153	153	122
Mon Apr 08 20:57:45 2013	1365447465	1	152	153	78
Mon Apr 08 20:57:11 2013	1365447431	0	153	153	152
Mon Apr 08 20:57:36 2013	1365447456	0	153	153	64
Mon Apr 08 20:57:26 2013	1365447446	0	153	153	127
Mon Apr 08 20:57:53 2013	1365447473	2	151	153	70
Mon Apr 08 20:57:43 2013	1365447463	0	153	153	59
Mon Apr 08 20:57:56 2013	1365447476	0	153	153	121
Mon Apr 08 20:57:20 2013	1365447440	0	153	153	124
Mon Apr 08 20:57:14 2013	1365447434	0	153	153	140
Mon Apr 08 20:57:30 2013	1365447450	0	153	153	127
Mon Apr 08 20:57:40 2013	1365447460	0	153	153	57
Mon Apr 08 20:57:44 2013	1365447464	0	153	153	116
Mon Apr 08 20:57:40 2013	1365447460	0	153	153	116
Mon Apr 08 20:57:55 2013	1365447475	0	153	153	126
Mon Apr 08 20:57:55 2013	1365447475	1	152	153	139
Mon Apr 08 20:57:37 2013	1365447457	0	153	153	61
Mon Apr 08 20:57:50 2013	1365447470	0	153	153	42
Mon Apr 08 20:57:37 2013	1365447457	1	153	153	57
Mon Apr 08 20:57:31 2013	1365447451	0	153	153	55
Mon Apr 08 20:57:22 2013	1365447442	0	153	153	58
Mon Apr 08 20:57:12 2013	1365447432	0	153	153	124
Mon Apr 08 20:57:28 2013	1365447448	0	153	153	123
Mon Apr 08 20:57:57 2013	1365447477	0	153	153	121
Mon Apr 08 20:57:26 2013	1365447446	0	153	153	63
Mon Apr 08 20:57:51 2013	1365447471	0	153	153	119
Mon Apr 08 20:57:55 2013	1365447475	0	153	153	132
Mon Apr 08 20:57:24 2013	1365447444	0	153	153	125
Mon Apr 08 20:57:09 2013	1365447429	0	153	153	17
Mon Apr 08 20:57:37 2013	1365447457	0	153	153	63
Mon Apr 08 20:57:34 2013	1365447454	0	153	153	128
Mon Apr 08 20:57:13 2013	1365447433	0	153	153	153
Mon Apr 08 20:57:42 2013	1365447462	0	153	153	128
Mon Apr 08 20:57:46 2013	1365447466	3	151	153	112
Mon Apr 08 20:58:01 2013	1365447481	0	153	153	152
Mon Apr 08 20:57:38 2013	1365447458	0	153	153	152
Mon Apr 08 20:57:32 2013	1365447452	0	153	153	55
Mon Apr 08 20:57:38 2013	1365447458	0	153	153	129
Mon Apr 08 20:58:05 2013	1365447485	0	153	153	59
Mon Apr 08 20:57:43 2013	1365447463	0	153	153	105
Mon Apr 08 20:58:05 2013	1365447485	0	153	153	62
Mon Apr 08 20:57:26 2013	1365447446	0	153	153	126
Mon Apr 08 20:57:50 2013	1365447470	0	153	153	124
Mon Apr 08 20:57:39 2013	1365447459	1	152	153	128
Mon Apr 08 20:57:23 2013	1365447443	0	153	153	124
Mon Apr 08 20:57:09 2013	1365447429	0	153	153	40
Mon Apr 08 20:57:14 2013	1365447434	0	153	153	149
Mon Apr 08 20:57:28 2013	1365447448	0	153	154	59
Mon Apr 08 20:57:24 2013	1365447444	0	153	154	128
Mon Apr 08 20:57:25 2013	1365447445	0	153	154	123
Mon Apr 08 20:57:43 2013	1365447463	0	153	154	64
Mon Apr 08 20:57:31 2013	1365447451	0	153	154	123
Mon Apr 08 20:57:35 2013	1365447455	0	153	154	125
Mon Apr 08 20:57:28 2013	1365447448	0	153	154	137
Mon Apr 08 20:58:01 2013	1365447481	0	153	154	150
Mon Apr 08 20:58:01 2013	1365447481	0	153	154	151
Mon Apr 08 20:57:46 2013	1365447466	0	153	154	120
Mon Apr 08 20:57:24 2013	1365447444	0	154	154	59
Mon Apr 08 20:57:30 2013	1365447450	0	154	154	120
Mon Apr 08 20:57:33 2013	1365447453	0	153	154	125
Mon Apr 08 20:57:23 2013	1365447443	0	153	154	133
Mon Apr 08 20:57:54 2013	1365447474	3	150	154	76
Mon Apr 08 20:57:22 2013	1365447442	0	154	154	61
Mon Apr 08 20:58:02 2013	1365447482	0	154	154	101
Mon Apr 08 20:57:33 2013	1365447453	0	154	154	126
Mon Apr 08 20:57:52 2013	1365447472	0	154	154	121
Mon Apr 08 20:57:34 2013	1365447454	0	154	154	122
Mon Apr 08 20:57:39 2013	1365447459	0	154	154	126
Mon Apr 08 20:57:26 2013	1365447446	0	154	154	121
Mon Apr 08 20:57:53 2013	1365447473	0	154	154	122
Mon Apr 08 20:57:30 2013	1365447450	0	154	154	132
Mon Apr 08 20:57:14 2013	1365447434	0	154	154	145
Mon Apr 08 20:58:02 2013	1365447482	1	152	154	114
Mon Apr 08 20:57:51 2013	1365447471	1	153	154	135
Mon Apr 08 20:57:57 2013	1365447477	0	154	154	127
Mon Apr 08 20:57:55 2013	1365447475	0	154	154	121
Mon Apr 08 20:57:44 2013	1365447464	0	154	154	97
Mon Apr 08 20:57:14 2013	1365447434	0	154	154	79
Mon Apr 08 20:57:25 2013	1365447445	0	154	154	137
Mon Apr 08 20:57:16 2013	1365447436	0	154	154	46
Mon Apr 08 20:57:40 2013	1365447460	0	154	154	29
Mon Apr 08 20:57:49 2013	1365447469	0	154	154	120
Mon Apr 08 20:57:18 2013	1365447438	0	154	154	150
Mon Apr 08 20:58:03 2013	1365447483	0	154	154	133
Mon Apr 08 20:58:05 2013	1365447485	0	154	154	129
Mon Apr 08 20:57:31 2013	1365447451	0	154	154	57
Mon Apr 08 20:57:30 2013	1365447450	0	154	154	121
Mon Apr 08 20:57:49 2013	1365447469	0	154	154	93
Mon Apr 08 20:58:05 2013	1365447485	0	154	154	127
Mon Apr 08 20:57:33 2013	1365447453	1	153	154	67
Mon Apr 08 20:57:17 2013	1365447437	0	154	154	145
Mon Apr 08 20:57:43 2013	1365447463	0	154	154	125
Mon Apr 08 20:57:33 2013	1365447453	0	154	154	130
Mon Apr 08 20:57:57 2013	1365447477	0	154	154	131
Mon Apr 08 20:57:43 2013	1365447463	0	154	154	57
Mon Apr 08 20:57:36 2013	1365447456	0	154	154	128
Mon Apr 08 20:57:44 2013	1365447464	2	152	154	115
Mon Apr 08 20:57:45 2013	1365447465	0	154	154	85
Mon Apr 08 20:57:50 2013	1365447470	1	154	154	53
Mon Apr 08 20:57:26 2013	1365447446	0	154	154	128
Mon Apr 08 20:57:51 2013	1365447471	0	154	154	144
Mon Apr 08 20:57:52 2013	1365447472	0	154	154	132
Mon Apr 08 20:57:08 2013	1365447428	0	154	154	66
Mon Apr 08 20:57:36 2013	1365447456	0	154	154	129
Mon Apr 08 20:57:47 2013	1365447467	0	154	154	77
Mon Apr 08 20:57:54 2013	1365447474	0	154	154	131
Mon Apr 08 20:57:56 2013	1365447476	0	154	154	49
Mon Apr 08 20:57:09 2013	1365447429	0	154	154	65
Mon Apr 08 20:57:40 2013	1365447460	0	154	154	133
Mon Apr 08 20:57:28 2013	1365447448	0	154	155	54
Mon Apr 08 20:58:03 2013	1365447483	0	154	155	130
Mon Apr 08 20:57:19 2013	1365447439	0	154	155	130
Mon Apr 08 20:57:38 2013	1365447458	0	154	155	145
Mon Apr 08 20:57:56 2013	1365447476	0	154	155	119
Mon Apr 08 20:57:19 2013	1365447439	0	154	155	133
Mon Apr 08 20:57:25 2013	1365447445	0	154	155	121
Mon Apr 08 20:57:37 2013	1365447457	0	154	155	133
Mon Apr 08 20:57:15 2013	1365447435	0	155	155	66
Mon Apr 08 20:57:59 2013	1365447479	1	154	155	109
Mon Apr 08 20:57:16 2013	1365447436	0	155	155	139
Mon Apr 08 20:57:29 2013	1365447449	0	154	155	112
Mon Apr 08 20:57:13 2013	1365447433	0	155	155	45
Mon Apr 08 20:57:37 2013	1365447457	0	155	155	126
Mon Apr 08 20:57:19 2013	1365447439	0	155	155	71
Mon Apr 08 20:57:42 2013	1365447462	1	154	155	58
Mon Apr 08 20:57:17 2013	1365447437	0	155	155	144
Mon Apr 08 20:57:09 2013	1365447429	0	155	155	127
Mon Apr 08 20:57:55 2013	1365447475	0	155	155	69
Mon Apr 08 20:57:19 2013	1365447439	0	155	155	152
Mon Apr 08 20:57:23 2013	1365447443	0	155	155	132
Mon Apr 08 20:57:38 2013	1365447458	0	155	155	148
Mon Apr 08 20:58:03 2013	1365447483	0	155	155	131
Mon Apr 08 20:58:04 2013	1365447484	0	154	155	51
Mon Apr 08 20:57:52 2013	1365447472	0	155	155	143
Mon Apr 08 20:57:34 2013	1365447454	0	155	155	113
Mon Apr 08 20:58:00 2013	1365447480	0	155	155	135
Mon Apr 08 20:57:27 2013	1365447447	0	155	155	121
Mon Apr 08 20:58:03 2013	1365447483	0	155	155	137
Mon Apr 08 20:58:03 2013	1365447483	1	154	155	72
Mon Apr 08 20:57:48 2013	1365447468	0	155	155	129
