starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 08 20:58:02 2013	1365447482	0	20	20	18
Mon Apr 08 20:57:10 2013	1365447430	0	22	22	21
Mon Apr 08 20:57:37 2013	1365447457	0	22	23	12
Mon Apr 08 20:57:18 2013	1365447438	0	23	23	22
Mon Apr 08 20:58:01 2013	1365447481	0	23	23	21
Mon Apr 08 20:58:02 2013	1365447482	0	25	25	15
Mon Apr 08 20:57:12 2013	1365447432	0	25	25	20
Mon Apr 08 20:58:02 2013	1365447482	2	25	27	25
Mon Apr 08 20:57:54 2013	1365447474	0	28	28	24
Mon Apr 08 20:57:54 2013	1365447474	1	28	29	16
Mon Apr 08 20:58:01 2013	1365447481	0	30	30	22
Mon Apr 08 20:57:16 2013	1365447436	0	31	32	20
Mon Apr 08 20:57:19 2013	1365447439	0	32	33	27
Mon Apr 08 20:58:00 2013	1365447480	1	32	33	10
Mon Apr 08 20:58:01 2013	1365447481	1	35	36	28
Mon Apr 08 20:58:00 2013	1365447480	0	36	36	20
Mon Apr 08 20:57:13 2013	1365447433	0	37	37	36
Mon Apr 08 20:57:09 2013	1365447429	0	38	38	22
Mon Apr 08 20:58:05 2013	1365447485	1	37	38	37
Mon Apr 08 20:58:02 2013	1365447482	0	38	38	37
Mon Apr 08 20:57:51 2013	1365447471	2	37	38	26
Mon Apr 08 20:57:09 2013	1365447429	0	38	38	18
Mon Apr 08 20:57:07 2013	1365447427	0	39	39	38
Mon Apr 08 20:58:02 2013	1365447482	0	39	39	18
Mon Apr 08 20:57:18 2013	1365447438	0	39	40	26
Mon Apr 08 20:57:54 2013	1365447474	0	39	40	18
Mon Apr 08 20:57:18 2013	1365447438	0	40	40	30
Mon Apr 08 20:57:45 2013	1365447465	2	38	40	17
Mon Apr 08 20:57:10 2013	1365447430	0	40	40	24
Mon Apr 08 20:57:54 2013	1365447474	0	40	41	23
Mon Apr 08 20:58:04 2013	1365447484	0	41	41	41
Mon Apr 08 20:57:14 2013	1365447434	0	41	41	36
Mon Apr 08 20:57:13 2013	1365447433	0	41	41	29
Mon Apr 08 20:57:12 2013	1365447432	0	42	42	29
Mon Apr 08 20:57:53 2013	1365447473	1	42	43	24
Mon Apr 08 20:57:10 2013	1365447430	0	43	43	42
Mon Apr 08 20:57:39 2013	1365447459	0	43	43	43
Mon Apr 08 20:58:02 2013	1365447482	0	44	44	16
Mon Apr 08 20:57:18 2013	1365447438	0	44	45	24
Mon Apr 08 20:57:12 2013	1365447432	0	45	45	34
Mon Apr 08 20:57:53 2013	1365447473	0	45	45	32
Mon Apr 08 20:58:01 2013	1365447481	1	44	45	22
Mon Apr 08 20:57:54 2013	1365447474	0	45	45	44
Mon Apr 08 20:57:14 2013	1365447434	0	45	46	14
Mon Apr 08 20:57:16 2013	1365447436	0	46	46	24
Mon Apr 08 20:57:49 2013	1365447469	0	46	46	33
Mon Apr 08 20:57:14 2013	1365447434	0	46	47	15
Mon Apr 08 20:57:45 2013	1365447465	0	47	47	6
Mon Apr 08 20:57:09 2013	1365447429	0	47	48	23
Mon Apr 08 20:57:11 2013	1365447431	0	48	48	35
Mon Apr 08 20:58:02 2013	1365447482	0	48	48	24
Mon Apr 08 20:57:44 2013	1365447464	0	48	48	48
Mon Apr 08 20:57:18 2013	1365447438	1	47	48	35
Mon Apr 08 20:57:38 2013	1365447458	0	48	48	26
Mon Apr 08 20:57:09 2013	1365447429	0	48	49	23
Mon Apr 08 20:57:59 2013	1365447479	0	49	49	39
Mon Apr 08 20:57:59 2013	1365447479	0	49	49	41
Mon Apr 08 20:58:00 2013	1365447480	0	49	49	49
Mon Apr 08 20:57:54 2013	1365447474	2	48	50	39
Mon Apr 08 20:57:19 2013	1365447439	0	50	50	16
Mon Apr 08 20:57:19 2013	1365447439	0	50	50	43
Mon Apr 08 20:57:07 2013	1365447427	0	50	50	23
Mon Apr 08 20:57:19 2013	1365447439	0	50	50	36
Mon Apr 08 20:57:18 2013	1365447438	0	50	50	38
Mon Apr 08 20:57:59 2013	1365447479	0	50	50	34
Mon Apr 08 20:57:19 2013	1365447439	0	50	51	41
Mon Apr 08 20:57:19 2013	1365447439	0	51	51	43
Mon Apr 08 20:58:01 2013	1365447481	1	50	51	42
Mon Apr 08 20:57:19 2013	1365447439	0	51	51	43
Mon Apr 08 20:57:37 2013	1365447457	0	51	51	39
Mon Apr 08 20:57:42 2013	1365447462	0	51	51	26
Mon Apr 08 20:57:08 2013	1365447428	0	51	52	43
Mon Apr 08 20:57:59 2013	1365447479	0	51	52	33
Mon Apr 08 20:57:39 2013	1365447459	1	51	52	29
Mon Apr 08 20:58:05 2013	1365447485	0	52	52	46
Mon Apr 08 20:57:57 2013	1365447477	0	52	52	33
Mon Apr 08 20:57:19 2013	1365447439	1	52	52	40
Mon Apr 08 20:57:19 2013	1365447439	0	52	52	17
Mon Apr 08 20:57:33 2013	1365447453	0	52	53	34
Mon Apr 08 20:58:03 2013	1365447483	1	52	53	25
Mon Apr 08 20:57:18 2013	1365447438	0	52	53	40
Mon Apr 08 20:57:22 2013	1365447442	0	52	53	32
Mon Apr 08 20:58:02 2013	1365447482	0	53	53	51
Mon Apr 08 20:57:08 2013	1365447428	0	53	53	52
Mon Apr 08 20:57:08 2013	1365447428	0	53	53	52
Mon Apr 08 20:57:56 2013	1365447476	0	53	53	32
Mon Apr 08 20:57:23 2013	1365447443	1	52	53	33
Mon Apr 08 20:57:08 2013	1365447428	0	53	53	52
Mon Apr 08 20:57:16 2013	1365447436	0	53	53	42
Mon Apr 08 20:58:04 2013	1365447484	0	53	53	29
Mon Apr 08 20:57:12 2013	1365447432	0	53	53	34
Mon Apr 08 20:57:43 2013	1365447463	0	53	53	33
Mon Apr 08 20:58:02 2013	1365447482	0	53	53	23
Mon Apr 08 20:57:57 2013	1365447477	0	53	53	37
Mon Apr 08 20:57:44 2013	1365447464	0	53	54	26
Mon Apr 08 20:57:51 2013	1365447471	0	53	54	51
Mon Apr 08 20:57:19 2013	1365447439	0	54	54	44
Mon Apr 08 20:57:54 2013	1365447474	0	54	54	35
Mon Apr 08 20:57:14 2013	1365447434	0	54	54	21
Mon Apr 08 20:57:18 2013	1365447438	0	54	54	53
Mon Apr 08 20:57:20 2013	1365447440	0	54	54	32
Mon Apr 08 20:58:01 2013	1365447481	0	54	54	53
Mon Apr 08 20:57:55 2013	1365447475	0	54	54	32
Mon Apr 08 20:57:18 2013	1365447438	0	54	54	50
Mon Apr 08 20:57:19 2013	1365447439	0	54	54	28
Mon Apr 08 20:57:23 2013	1365447443	0	54	54	31
Mon Apr 08 20:58:01 2013	1365447481	0	54	54	51
Mon Apr 08 20:58:01 2013	1365447481	1	54	55	34
Mon Apr 08 20:57:20 2013	1365447440	0	54	55	35
Mon Apr 08 20:57:31 2013	1365447451	0	55	55	42
Mon Apr 08 20:57:32 2013	1365447452	0	55	55	31
Mon Apr 08 20:57:08 2013	1365447428	0	55	55	54
Mon Apr 08 20:57:19 2013	1365447439	1	55	55	50
Mon Apr 08 20:57:34 2013	1365447454	0	55	55	34
Mon Apr 08 20:57:48 2013	1365447468	0	55	55	35
Mon Apr 08 20:57:08 2013	1365447428	0	55	55	27
Mon Apr 08 20:57:54 2013	1365447474	0	55	55	28
Mon Apr 08 20:57:11 2013	1365447431	0	55	56	47
Mon Apr 08 20:57:20 2013	1365447440	0	55	56	32
Mon Apr 08 20:57:38 2013	1365447458	0	55	56	41
Mon Apr 08 20:57:54 2013	1365447474	0	55	56	25
Mon Apr 08 20:57:25 2013	1365447445	0	55	56	35
Mon Apr 08 20:57:19 2013	1365447439	0	55	56	26
Mon Apr 08 20:57:52 2013	1365447472	0	56	56	39
Mon Apr 08 20:57:26 2013	1365447446	0	56	56	36
Mon Apr 08 20:57:38 2013	1365447458	0	56	56	52
Mon Apr 08 20:57:27 2013	1365447447	0	56	56	35
Mon Apr 08 20:57:19 2013	1365447439	0	56	56	33
Mon Apr 08 20:57:38 2013	1365447458	0	56	56	52
Mon Apr 08 20:57:08 2013	1365447428	0	56	56	26
Mon Apr 08 20:57:08 2013	1365447428	0	56	56	41
Mon Apr 08 20:57:59 2013	1365447479	0	56	56	53
Mon Apr 08 20:57:11 2013	1365447431	0	56	56	42
Mon Apr 08 20:57:37 2013	1365447457	0	57	57	14
Mon Apr 08 20:57:35 2013	1365447455	0	57	57	34
Mon Apr 08 20:57:48 2013	1365447468	0	57	57	37
Mon Apr 08 20:57:38 2013	1365447458	0	57	57	48
Mon Apr 08 20:57:10 2013	1365447430	0	57	57	15
Mon Apr 08 20:57:37 2013	1365447457	0	57	58	31
Mon Apr 08 20:57:36 2013	1365447456	0	57	58	38
Mon Apr 08 20:57:48 2013	1365447468	0	57	58	35
Mon Apr 08 20:58:02 2013	1365447482	1	57	58	36
Mon Apr 08 20:58:04 2013	1365447484	0	57	58	33
Mon Apr 08 20:57:18 2013	1365447438	0	58	58	57
Mon Apr 08 20:57:35 2013	1365447455	0	58	58	34
Mon Apr 08 20:57:48 2013	1365447468	1	57	58	51
Mon Apr 08 20:57:33 2013	1365447453	0	58	58	41
Mon Apr 08 20:58:05 2013	1365447485	0	58	58	33
Mon Apr 08 20:57:52 2013	1365447472	0	58	58	28
Mon Apr 08 20:57:10 2013	1365447430	0	58	58	40
Mon Apr 08 20:57:48 2013	1365447468	0	58	58	39
Mon Apr 08 20:57:49 2013	1365447469	0	58	58	32
Mon Apr 08 20:57:53 2013	1365447473	0	58	58	34
Mon Apr 08 20:57:08 2013	1365447428	0	58	58	57
Mon Apr 08 20:57:52 2013	1365447472	0	58	58	36
Mon Apr 08 20:57:18 2013	1365447438	0	58	59	58
Mon Apr 08 20:57:22 2013	1365447442	0	58	59	39
Mon Apr 08 20:57:56 2013	1365447476	0	59	59	34
Mon Apr 08 20:57:13 2013	1365447433	0	59	59	27
Mon Apr 08 20:57:09 2013	1365447429	0	59	59	56
Mon Apr 08 20:58:02 2013	1365447482	0	59	59	17
Mon Apr 08 20:57:57 2013	1365447477	0	59	59	36
Mon Apr 08 20:57:37 2013	1365447457	3	56	59	40
Mon Apr 08 20:57:39 2013	1365447459	0	59	59	35
Mon Apr 08 20:57:17 2013	1365447437	0	59	59	55
Mon Apr 08 20:58:01 2013	1365447481	0	59	59	27
Mon Apr 08 20:57:34 2013	1365447454	0	59	59	33
Mon Apr 08 20:57:56 2013	1365447476	0	59	59	38
Mon Apr 08 20:57:52 2013	1365447472	0	59	59	59
Mon Apr 08 20:57:26 2013	1365447446	0	59	60	36
Mon Apr 08 20:57:22 2013	1365447442	0	59	60	40
Mon Apr 08 20:57:19 2013	1365447439	0	59	60	34
Mon Apr 08 20:57:52 2013	1365447472	0	59	60	29
Mon Apr 08 20:57:19 2013	1365447439	0	60	60	29
Mon Apr 08 20:57:49 2013	1365447469	0	60	60	35
Mon Apr 08 20:57:59 2013	1365447479	1	59	60	34
Mon Apr 08 20:57:35 2013	1365447455	0	60	60	37
Mon Apr 08 20:57:16 2013	1365447436	0	60	60	54
Mon Apr 08 20:57:16 2013	1365447436	0	60	60	59
Mon Apr 08 20:57:58 2013	1365447478	0	60	60	45
Mon Apr 08 20:57:31 2013	1365447451	0	60	60	35
Mon Apr 08 20:58:02 2013	1365447482	0	60	60	41
Mon Apr 08 20:57:55 2013	1365447475	0	60	60	36
Mon Apr 08 20:57:52 2013	1365447472	0	60	60	37
Mon Apr 08 20:57:31 2013	1365447451	0	60	60	38
Mon Apr 08 20:57:54 2013	1365447474	0	60	60	24
Mon Apr 08 20:57:35 2013	1365447455	0	60	60	26
Mon Apr 08 20:57:21 2013	1365447441	0	60	60	41
Mon Apr 08 20:57:57 2013	1365447477	0	60	60	43
Mon Apr 08 20:57:42 2013	1365447462	0	60	60	38
Mon Apr 08 20:58:04 2013	1365447484	1	60	61	36
Mon Apr 08 20:57:56 2013	1365447476	0	60	61	42
Mon Apr 08 20:57:35 2013	1365447455	0	60	61	37
Mon Apr 08 20:57:08 2013	1365447428	0	60	61	59
Mon Apr 08 20:57:31 2013	1365447451	0	61	61	39
Mon Apr 08 20:57:14 2013	1365447434	0	61	61	31
Mon Apr 08 20:57:56 2013	1365447476	0	61	61	39
Mon Apr 08 20:57:43 2013	1365447463	15	46	61	45
Mon Apr 08 20:57:18 2013	1365447438	0	61	61	50
Mon Apr 08 20:57:19 2013	1365447439	0	61	61	18
Mon Apr 08 20:57:33 2013	1365447453	0	61	61	31
Mon Apr 08 20:57:07 2013	1365447427	0	61	61	57
Mon Apr 08 20:58:02 2013	1365447482	0	61	61	33
Mon Apr 08 20:57:14 2013	1365447434	0	61	61	57
Mon Apr 08 20:57:23 2013	1365447443	0	61	61	40
Mon Apr 08 20:58:03 2013	1365447483	0	61	61	61
Mon Apr 08 20:57:59 2013	1365447479	0	61	61	39
Mon Apr 08 20:57:42 2013	1365447462	0	61	61	50
Mon Apr 08 20:57:55 2013	1365447475	0	61	61	47
Mon Apr 08 20:57:56 2013	1365447476	0	61	61	57
Mon Apr 08 20:57:09 2013	1365447429	0	61	61	61
Mon Apr 08 20:58:01 2013	1365447481	1	61	62	33
Mon Apr 08 20:58:03 2013	1365447483	0	61	62	35
Mon Apr 08 20:57:24 2013	1365447444	0	62	62	38
Mon Apr 08 20:57:53 2013	1365447473	0	62	62	59
Mon Apr 08 20:57:49 2013	1365447469	1	61	62	37
Mon Apr 08 20:57:39 2013	1365447459	0	62	62	32
Mon Apr 08 20:57:37 2013	1365447457	0	62	62	38
Mon Apr 08 20:57:19 2013	1365447439	0	62	62	46
Mon Apr 08 20:57:48 2013	1365447468	0	62	62	28
Mon Apr 08 20:57:08 2013	1365447428	0	62	62	54
Mon Apr 08 20:57:55 2013	1365447475	0	62	62	56
Mon Apr 08 20:57:42 2013	1365447462	0	62	62	35
Mon Apr 08 20:57:31 2013	1365447451	0	62	62	33
Mon Apr 08 20:57:33 2013	1365447453	1	61	62	39
Mon Apr 08 20:57:10 2013	1365447430	0	62	62	62
Mon Apr 08 20:57:59 2013	1365447479	0	62	62	36
Mon Apr 08 20:57:08 2013	1365447428	0	62	62	62
Mon Apr 08 20:57:19 2013	1365447439	0	62	62	16
Mon Apr 08 20:57:07 2013	1365447427	0	62	63	21
Mon Apr 08 20:57:56 2013	1365447476	0	62	63	43
Mon Apr 08 20:57:42 2013	1365447462	0	62	63	42
Mon Apr 08 20:57:55 2013	1365447475	0	62	63	42
Mon Apr 08 20:57:40 2013	1365447460	0	63	63	30
Mon Apr 08 20:57:36 2013	1365447456	0	63	63	38
Mon Apr 08 20:58:00 2013	1365447480	0	63	63	24
Mon Apr 08 20:57:14 2013	1365447434	0	63	63	37
Mon Apr 08 20:57:55 2013	1365447475	0	63	63	44
Mon Apr 08 20:58:04 2013	1365447484	0	63	63	36
Mon Apr 08 20:57:19 2013	1365447439	1	62	63	47
Mon Apr 08 20:57:09 2013	1365447429	0	63	63	23
Mon Apr 08 20:57:41 2013	1365447461	0	63	63	37
Mon Apr 08 20:57:10 2013	1365447430	0	63	63	62
Mon Apr 08 20:57:09 2013	1365447429	0	63	63	39
Mon Apr 08 20:57:21 2013	1365447441	0	63	63	43
Mon Apr 08 20:57:18 2013	1365447438	0	63	63	43
Mon Apr 08 20:57:29 2013	1365447449	0	63	63	43
Mon Apr 08 20:57:57 2013	1365447477	0	63	63	42
Mon Apr 08 20:57:08 2013	1365447428	0	63	63	51
Mon Apr 08 20:57:31 2013	1365447451	0	63	63	43
Mon Apr 08 20:57:54 2013	1365447474	0	63	63	63
Mon Apr 08 20:57:58 2013	1365447478	0	64	64	46
Mon Apr 08 20:57:52 2013	1365447472	0	64	64	41
Mon Apr 08 20:57:48 2013	1365447468	0	64	64	48
Mon Apr 08 20:57:20 2013	1365447440	0	64	64	61
Mon Apr 08 20:58:05 2013	1365447485	0	64	64	64
Mon Apr 08 20:57:21 2013	1365447441	0	64	64	42
Mon Apr 08 20:57:53 2013	1365447473	1	63	64	63
Mon Apr 08 20:57:16 2013	1365447436	0	64	64	62
Mon Apr 08 20:57:55 2013	1365447475	1	63	64	46
Mon Apr 08 20:57:59 2013	1365447479	1	63	64	35
Mon Apr 08 20:57:59 2013	1365447479	2	62	64	47
Mon Apr 08 20:57:54 2013	1365447474	0	64	64	42
Mon Apr 08 20:57:57 2013	1365447477	1	63	64	33
Mon Apr 08 20:57:47 2013	1365447467	1	63	64	36
Mon Apr 08 20:57:19 2013	1365447439	1	63	64	40
Mon Apr 08 20:57:23 2013	1365447443	0	64	64	49
Mon Apr 08 20:58:01 2013	1365447481	0	64	64	34
Mon Apr 08 20:57:54 2013	1365447474	2	62	64	43
Mon Apr 08 20:57:15 2013	1365447435	0	64	65	64
Mon Apr 08 20:57:36 2013	1365447456	0	64	65	36
Mon Apr 08 20:57:42 2013	1365447462	0	64	65	31
Mon Apr 08 20:57:29 2013	1365447449	0	64	65	40
Mon Apr 08 20:57:36 2013	1365447456	0	65	65	38
Mon Apr 08 20:57:25 2013	1365447445	0	65	65	44
Mon Apr 08 20:57:22 2013	1365447442	0	65	65	41
Mon Apr 08 20:57:31 2013	1365447451	0	65	65	48
Mon Apr 08 20:57:28 2013	1365447448	0	65	65	47
Mon Apr 08 20:57:24 2013	1365447444	0	65	65	44
Mon Apr 08 20:58:03 2013	1365447483	0	65	65	34
Mon Apr 08 20:57:58 2013	1365447478	0	65	65	43
Mon Apr 08 20:57:41 2013	1365447461	0	65	65	48
Mon Apr 08 20:57:09 2013	1365447429	0	65	65	65
Mon Apr 08 20:57:53 2013	1365447473	0	65	65	65
Mon Apr 08 20:57:50 2013	1365447470	0	65	65	38
Mon Apr 08 20:57:16 2013	1365447436	0	65	65	64
Mon Apr 08 20:57:58 2013	1365447478	0	65	65	49
Mon Apr 08 20:57:54 2013	1365447474	0	65	65	47
Mon Apr 08 20:57:54 2013	1365447474	0	65	65	11
Mon Apr 08 20:57:13 2013	1365447433	0	65	65	36
Mon Apr 08 20:57:24 2013	1365447444	0	65	65	31
Mon Apr 08 20:57:19 2013	1365447439	0	65	65	65
Mon Apr 08 20:57:48 2013	1365447468	0	65	65	65
Mon Apr 08 20:57:33 2013	1365447453	0	65	65	47
Mon Apr 08 20:58:01 2013	1365447481	0	65	65	58
Mon Apr 08 20:57:38 2013	1365447458	0	65	65	45
Mon Apr 08 20:57:58 2013	1365447478	0	65	65	44
Mon Apr 08 20:57:49 2013	1365447469	0	65	65	36
Mon Apr 08 20:57:48 2013	1365447468	0	65	66	51
Mon Apr 08 20:57:58 2013	1365447478	0	65	66	47
Mon Apr 08 20:57:16 2013	1365447436	0	65	66	65
Mon Apr 08 20:57:54 2013	1365447474	0	65	66	31
Mon Apr 08 20:57:10 2013	1365447430	0	66	66	65
Mon Apr 08 20:57:13 2013	1365447433	0	65	66	65
Mon Apr 08 20:57:19 2013	1365447439	0	65	66	44
Mon Apr 08 20:57:18 2013	1365447438	0	66	66	57
Mon Apr 08 20:58:04 2013	1365447484	0	66	66	48
Mon Apr 08 20:58:01 2013	1365447481	0	65	66	58
Mon Apr 08 20:58:00 2013	1365447480	0	66	66	49
Mon Apr 08 20:57:59 2013	1365447479	1	65	66	43
Mon Apr 08 20:58:01 2013	1365447481	0	66	66	61
Mon Apr 08 20:58:00 2013	1365447480	0	66	66	36
Mon Apr 08 20:58:06 2013	1365447486	0	66	66	35
Mon Apr 08 20:57:58 2013	1365447478	0	66	66	46
Mon Apr 08 20:58:05 2013	1365447485	0	66	66	48
Mon Apr 08 20:57:49 2013	1365447469	0	66	66	45
Mon Apr 08 20:57:53 2013	1365447473	0	66	66	44
Mon Apr 08 20:57:18 2013	1365447438	0	66	66	61
Mon Apr 08 20:57:54 2013	1365447474	0	66	66	27
Mon Apr 08 20:57:42 2013	1365447462	0	66	66	41
Mon Apr 08 20:57:24 2013	1365447444	0	66	66	52
Mon Apr 08 20:57:56 2013	1365447476	0	66	66	50
Mon Apr 08 20:57:19 2013	1365447439	0	66	66	19
Mon Apr 08 20:58:03 2013	1365447483	0	66	66	41
Mon Apr 08 20:57:41 2013	1365447461	0	66	66	38
Mon Apr 08 20:58:05 2013	1365447485	0	66	66	48
Mon Apr 08 20:57:16 2013	1365447436	0	66	66	65
Mon Apr 08 20:57:32 2013	1365447452	2	64	66	35
Mon Apr 08 20:57:07 2013	1365447427	0	66	66	65
Mon Apr 08 20:57:54 2013	1365447474	0	66	66	42
Mon Apr 08 20:57:53 2013	1365447473	0	66	66	43
Mon Apr 08 20:57:10 2013	1365447430	0	66	67	66
Mon Apr 08 20:57:25 2013	1365447445	0	66	67	49
Mon Apr 08 20:58:02 2013	1365447482	0	66	67	40
Mon Apr 08 20:57:18 2013	1365447438	0	67	67	60
Mon Apr 08 20:57:16 2013	1365447436	0	67	67	55
Mon Apr 08 20:57:41 2013	1365447461	0	67	67	41
Mon Apr 08 20:57:49 2013	1365447469	0	66	67	43
Mon Apr 08 20:57:46 2013	1365447466	0	67	67	33
Mon Apr 08 20:57:58 2013	1365447478	0	67	67	51
Mon Apr 08 20:57:36 2013	1365447456	0	67	67	47
Mon Apr 08 20:57:55 2013	1365447475	0	67	67	67
Mon Apr 08 20:57:20 2013	1365447440	0	67	67	46
Mon Apr 08 20:57:39 2013	1365447459	0	67	67	44
Mon Apr 08 20:57:39 2013	1365447459	1	66	67	45
Mon Apr 08 20:57:33 2013	1365447453	0	67	67	57
Mon Apr 08 20:57:43 2013	1365447463	7	60	67	60
Mon Apr 08 20:57:08 2013	1365447428	0	67	67	67
Mon Apr 08 20:57:07 2013	1365447427	0	67	67	66
Mon Apr 08 20:57:57 2013	1365447477	0	67	67	50
Mon Apr 08 20:57:11 2013	1365447431	0	67	67	63
Mon Apr 08 20:57:14 2013	1365447434	0	67	67	67
Mon Apr 08 20:58:00 2013	1365447480	0	67	67	45
Mon Apr 08 20:57:10 2013	1365447430	0	67	67	66
Mon Apr 08 20:57:38 2013	1365447458	0	67	67	46
Mon Apr 08 20:58:03 2013	1365447483	0	67	67	41
Mon Apr 08 20:58:04 2013	1365447484	0	67	67	58
Mon Apr 08 20:57:39 2013	1365447459	0	67	67	43
Mon Apr 08 20:57:55 2013	1365447475	0	67	67	42
Mon Apr 08 20:58:05 2013	1365447485	1	67	67	52
Mon Apr 08 20:57:10 2013	1365447430	0	67	67	66
Mon Apr 08 20:57:40 2013	1365447460	0	67	67	44
Mon Apr 08 20:57:37 2013	1365447457	0	67	67	54
Mon Apr 08 20:58:03 2013	1365447483	0	67	67	46
Mon Apr 08 20:57:12 2013	1365447432	0	67	67	66
Mon Apr 08 20:57:50 2013	1365447470	0	67	67	42
Mon Apr 08 20:58:03 2013	1365447483	0	67	67	47
Mon Apr 08 20:57:39 2013	1365447459	0	67	67	48
Mon Apr 08 20:57:23 2013	1365447443	1	67	67	51
Mon Apr 08 20:58:06 2013	1365447486	0	67	67	57
Mon Apr 08 20:58:04 2013	1365447484	0	67	67	67
Mon Apr 08 20:57:38 2013	1365447458	1	67	67	46
Mon Apr 08 20:57:43 2013	1365447463	6	62	68	35
Mon Apr 08 20:57:12 2013	1365447432	0	67	68	67
Mon Apr 08 20:57:56 2013	1365447476	0	67	68	36
Mon Apr 08 20:57:08 2013	1365447428	0	67	68	67
Mon Apr 08 20:57:58 2013	1365447478	0	67	68	48
Mon Apr 08 20:57:10 2013	1365447430	0	68	68	65
Mon Apr 08 20:57:10 2013	1365447430	0	68	68	67
Mon Apr 08 20:57:50 2013	1365447470	0	68	68	46
Mon Apr 08 20:57:37 2013	1365447457	0	68	68	62
Mon Apr 08 20:57:50 2013	1365447470	0	68	68	34
Mon Apr 08 20:57:19 2013	1365447439	0	68	68	49
Mon Apr 08 20:58:01 2013	1365447481	0	67	68	53
Mon Apr 08 20:57:10 2013	1365447430	0	68	68	58
Mon Apr 08 20:57:59 2013	1365447479	0	68	68	39
Mon Apr 08 20:58:00 2013	1365447480	0	68	68	36
Mon Apr 08 20:57:15 2013	1365447435	0	68	68	67
Mon Apr 08 20:57:16 2013	1365447436	0	68	68	62
Mon Apr 08 20:57:09 2013	1365447429	0	68	68	38
Mon Apr 08 20:57:53 2013	1365447473	0	68	68	47
Mon Apr 08 20:57:42 2013	1365447462	0	68	68	35
Mon Apr 08 20:57:59 2013	1365447479	0	68	68	48
Mon Apr 08 20:57:14 2013	1365447434	0	68	68	47
Mon Apr 08 20:57:56 2013	1365447476	0	67	68	43
Mon Apr 08 20:57:17 2013	1365447437	0	68	68	67
Mon Apr 08 20:57:18 2013	1365447438	0	68	68	67
Mon Apr 08 20:57:52 2013	1365447472	0	68	68	46
Mon Apr 08 20:57:12 2013	1365447432	0	68	68	32
Mon Apr 08 20:57:08 2013	1365447428	0	68	68	66
Mon Apr 08 20:57:08 2013	1365447428	0	68	68	30
Mon Apr 08 20:57:21 2013	1365447441	0	68	68	29
Mon Apr 08 20:57:08 2013	1365447428	0	68	68	51
Mon Apr 08 20:57:15 2013	1365447435	0	68	68	67
Mon Apr 08 20:57:54 2013	1365447474	0	68	68	43
Mon Apr 08 20:57:15 2013	1365447435	0	68	68	60
Mon Apr 08 20:57:50 2013	1365447470	0	68	68	44
Mon Apr 08 20:57:41 2013	1365447461	0	68	68	44
Mon Apr 08 20:58:00 2013	1365447480	0	68	68	16
Mon Apr 08 20:57:43 2013	1365447463	0	68	68	51
Mon Apr 08 20:57:48 2013	1365447468	0	68	68	49
Mon Apr 08 20:57:09 2013	1365447429	0	68	68	65
Mon Apr 08 20:57:36 2013	1365447456	0	68	68	59
Mon Apr 08 20:57:09 2013	1365447429	0	68	68	36
Mon Apr 08 20:57:08 2013	1365447428	0	68	69	66
Mon Apr 08 20:57:27 2013	1365447447	0	68	69	35
Mon Apr 08 20:57:19 2013	1365447439	0	68	69	66
Mon Apr 08 20:58:06 2013	1365447486	0	68	69	48
Mon Apr 08 20:57:08 2013	1365447428	0	68	69	44
Mon Apr 08 20:57:12 2013	1365447432	0	68	69	67
Mon Apr 08 20:57:15 2013	1365447435	0	68	69	68
Mon Apr 08 20:57:52 2013	1365447472	0	68	69	54
Mon Apr 08 20:57:53 2013	1365447473	1	68	69	48
Mon Apr 08 20:57:25 2013	1365447445	0	68	69	46
Mon Apr 08 20:57:41 2013	1365447461	0	68	69	44
Mon Apr 08 20:57:59 2013	1365447479	0	69	69	50
Mon Apr 08 20:57:25 2013	1365447445	0	69	69	49
Mon Apr 08 20:57:26 2013	1365447446	0	69	69	47
Mon Apr 08 20:57:08 2013	1365447428	1	68	69	33
Mon Apr 08 20:57:09 2013	1365447429	0	69	69	63
Mon Apr 08 20:57:13 2013	1365447433	0	69	69	17
Mon Apr 08 20:57:52 2013	1365447472	0	69	69	46
Mon Apr 08 20:57:29 2013	1365447449	0	69	69	49
Mon Apr 08 20:57:59 2013	1365447479	0	69	69	53
Mon Apr 08 20:58:01 2013	1365447481	0	69	69	39
Mon Apr 08 20:57:43 2013	1365447463	0	69	69	33
Mon Apr 08 20:57:12 2013	1365447432	0	69	69	68
Mon Apr 08 20:57:29 2013	1365447449	0	69	69	47
Mon Apr 08 20:57:11 2013	1365447431	0	69	69	68
Mon Apr 08 20:57:51 2013	1365447471	1	68	69	50
Mon Apr 08 20:57:12 2013	1365447432	0	69	69	67
Mon Apr 08 20:57:40 2013	1365447460	0	69	69	51
Mon Apr 08 20:57:29 2013	1365447449	0	69	69	35
Mon Apr 08 20:58:05 2013	1365447485	0	69	69	52
Mon Apr 08 20:57:19 2013	1365447439	0	69	69	65
Mon Apr 08 20:57:10 2013	1365447430	0	69	69	68
Mon Apr 08 20:58:01 2013	1365447481	1	68	69	63
Mon Apr 08 20:58:05 2013	1365447485	0	69	69	45
Mon Apr 08 20:57:59 2013	1365447479	0	69	69	45
Mon Apr 08 20:57:55 2013	1365447475	0	69	69	68
